query_idx,video_id_gt,timestamp_start_gt,timestamp_end_gt,query_text,strategy,latency_server_total_ms,keyframe_1,keyframe_2,keyframe_3,keyframe_4,keyframe_5
12,qousDEuMLCA,0.0,331.875,"A band named ""No Capital"" is playing an energetic live set on a stage lit with cool blue lights for an unseen but enthusiastic audience.",baseline_siglip,1215.15,-QEfaBLGPQk_7473,-QEfaBLGPQk_3486,-QEfaBLGPQk_2655,IoKT18WFFGc_4705,-QEfaBLGPQk_4344
13,rFA1jSO6pdg,5.046,64.94621315192744,"A man wearing glasses, sitting in front of shelves stocked with canned goods and jars, is initially lost in thought. He then begins speaking directly to the camera, sharing his experience of managing diabetes and the noticeable improvements in his leg sores and pain reduction.",baseline_siglip,2835.42,GYcYjGBEL8k_4604,GYcYjGBEL8k_4684,DHI_NLr_MQY_8542,GYcYjGBEL8k_4704,aAFUEHWZ_D8_7333
14,sO3wd7X-l7U,0.0,51.71700680272109,"A silver Ford SUV, parked in front of a New Brighton Ford dealership, gleams under the sunlight, as a voice advertises its features, followed by a short jingle.",baseline_siglip,1226.36,sO3wd7X-l7U_197,sO3wd7X-l7U_107,sO3wd7X-l7U_852,sO3wd7X-l7U_30,sO3wd7X-l7U_222
15,m1ESWlMVugc,0.0,171.037,"The video starts with a black Chevrolet sedan parked in a dealership lot, a woman's voice describes its features including a backup camera and keyless entry. Upbeat electronic and pop music plays as the Chevrolet is shown driving down a sunny road, showcasing its smooth handling and comfortable interior.  The video then transitions to the car's interior, highlighting the spacious backseat and modern dashboard display, while a man speaks intermittently and electronic music continues in the background.",baseline_siglip,1227.05,m1ESWlMVugc_853,m1ESWlMVugc_285,m1ESWlMVugc_1421,m1ESWlMVugc_1989,c8HLOHnlemM_1871
16,mV2SlDO7GZg,0.0,71.638,"A man in sunglasses and an orange shirt stands on a sunny beach, addressing the camera with a cheerful greeting as he describes the beautiful day and the clear emerald green water while the waves crash against the shore.",baseline_siglip,2957.48,mV2SlDO7GZg_1670,mV2SlDO7GZg_1193,mV2SlDO7GZg_716,Wn8K4O7EFcE_3593,Wn8K4O7EFcE_3469
17,n8Da3jHuFjM,0.0,30.8,"The video starts with a close-up of a shiny black and red motorcycle, then zooms out to show it speeding down the road, the rider leaning into turns as a pop song plays.",baseline_siglip,1247.41,D3bmHjjrnvw_79,aXV-U1p2owM_135514,aXV-U1p2owM_136553,D3bmHjjrnvw_595,D3bmHjjrnvw_7539
18,nCMbcOm54zU,0.0,139.166,"A woman is walking her dogs in the forest, enjoying the beautiful solstice weather and the fragrant balsam fir trees, as the dogs happily explore the dirt path and sniff the ground.",baseline_siglip,1219.56,y9XYO9d9H94_13664,puDwfLDhAgY_7940,2a0O3-5Fpyw_479,Wn8K4O7EFcE_5548,2a0O3-5Fpyw_471
19,k4T-OsT6_CQ,9.475999999999999,108.50684807256236,"A man standing in front of a pomegranate shrub with small orange flowers, describes to the viewers the shrub's features, how to grow it, and the fruit it bears.",baseline_siglip,2938.38,k4T-OsT6_CQ_3109,k4T-OsT6_CQ_3277,k4T-OsT6_CQ_1104,k4T-OsT6_CQ_2775,7lM8qrpEKv4_12120
20,k_c5nUaK45M,13.213,524.9567346938776,"Three women and a man are recording a video blog, introducing themselves and their countries of origin, Burundi and Rwanda, while laughing and discussing their favorite things about their cultures, including food, coffee, tea, and traditional dances.",baseline_siglip,1236.79,k_c5nUaK45M_11473,k_c5nUaK45M_2953,k_c5nUaK45M_13177,IWquNO7pJ_Q_5985,2f9-OGw5Kkg_3191
21,knQCHTdP6L8,0.0,205.255,"A woman with long blonde hair, wearing glasses and a plaid shirt, sits and plays an acoustic guitar in a cozy room, her fingers moving deftly over the strings as she sings a folk song about returning to California.",baseline_siglip,1262.85,knQCHTdP6L8_341,IYyN_JAix5c_7917,IYyN_JAix5c_6497,VU9rzBQMErs_8341,IYyN_JAix5c_5766
22,lGjFhc8w7ss,0.0,54.0,"A computer screen shows a document about exponential growth of a city's population, while a woman explains how to model the growth as an equation, her voice accompanied by the faint hum of the room.",baseline_siglip,2799.7,5cD4CAHexWs_1547,eONB3Lx8iqk_39826,XG8vW3blclY_1010,eONB3Lx8iqk_39772,5cD4CAHexWs_1551
23,aZQ8bPyEvQ8,0.0,124.29,"A group of men, illuminated by the warm glow of a campfire, relax and socialize around the crackling flames, their laughter and conversation echoing through the wooded campsite.",baseline_siglip,1185.07,aZQ8bPyEvQ8_1040,aZQ8bPyEvQ8_208,EF2xlJIGFdQ_27903,MEqYM_4UbRs_903,2llGbAybvB0_358
24,b1RAatTA5L8,10.076,135.39555555555555,"A man is describing his rugged black Jeep, parked on a rocky terrain, as the camera captures its off-road capabilities and modifications. As the Jeep starts up and begins navigating the rocky terrain, the engine can be heard roaring, highlighting the challenging environment.",baseline_siglip,1236.65,JH1h1Oulj6U_7036,Sjv6gnqXsFM_4579,b1RAatTA5L8_1347,b1RAatTA5L8_2601,b1RAatTA5L8_3855
25,bQMgYUqWWpU,0.0,110.11,"A cross-country race unfolds on a grassy field, runners pushing their limits as a man announces race times, the cheers of the crowd intermingling with his voice.",baseline_siglip,2912.53,DEx7DxBoTAc_2368,DEx7DxBoTAc_1043,DEx7DxBoTAc_2377,DEx7DxBoTAc_1108,bQMgYUqWWpU_917
26,ZGc-nS0mrhQ,0.0,103.754,"A man in a tie and white shirt sings into a microphone on a brightly lit stage, hyping up the dancing crowd in front of him.",baseline_siglip,1191.68,ZgBET1qRAmI_1551,ZgBET1qRAmI_4157,cENhWe7JZjg_1198,TwcvEnM8B3M_1208,ZgBET1qRAmI_1631
27,_A8Ra5DXbUY,5.171,114.364,"A man, visible on a wooden floor in a well-lit room with a bookshelf in the background, is following the instructions of a fitness instructor who is audible but not visible, performing a series of exercises using a white towel.",baseline_siglip,1235.16,_A8Ra5DXbUY_853,_A8Ra5DXbUY_2749,4JsjkyuzfdI_5180,GOytCM4V23o_1195,GOytCM4V23o_1213
28,_XWH06cPzJY,0.0,45.4,"A man calls his two daughters into the bedroom where suitcases lay open on the bed, packed with their belongings and a couple of stuffed animals. The girls rush in, shrieking with delight when they are told they are going on a Disney cruise.",baseline_siglip,2706.66,bShcPJpUVfE_3999,bShcPJpUVfE_4008,_XWH06cPzJY_378,bShcPJpUVfE_3994,_XWH06cPzJY_227
29,Y8FcmVZNK8Y,0.0,87.033,"Two young women in matching graphic tees are taking a selfie in the bathroom, their laughter echoing in the small space as one of them excitedly reveals a gift bag containing a roll of toilet paper.",baseline_siglip,1252.15,oO6UcLJR_2E_11637,VED-6BLrWFg_7251,oO6UcLJR_2E_12009,oO6UcLJR_2E_12773,J34pE6PKZPY_16795
30,YQBj3WWde30,0.0,103.833,"A futuristic video game unfolds with characters engaged in intense combat amidst a cityscape, the sounds of electronic music, gunfire, and character exclamations heightening the sense of action and chaos.",baseline_siglip,1189.18,EF2xlJIGFdQ_94125,EF2xlJIGFdQ_94132,EF2xlJIGFdQ_1483,EF2xlJIGFdQ_95001,EF2xlJIGFdQ_1814
31,YcZUT5FBtJc,0.0,317.116,"The video starts with a black screen displaying white text that encourages viewers to reach the highest rank. Then, upbeat music begins playing as the screen transitions to a digital interface showing a leaderboard with usernames and rankings. The scene then shifts to a space battle with two spaceships, one red and one green, firing projectiles at each other, accompanied by intense trailer music. As the music fades, a hip-hop song starts playing, with lyrics about perseverance and overcoming challenges, while the video showcases dynamic space battles with multiple spaceships engaged in combat.",baseline_siglip,2698.57,YcZUT5FBtJc_169,YcZUT5FBtJc_37,YcZUT5FBtJc_42,wyEVCUU6AbA_3457,wyEVCUU6AbA_5302
32,YkM_ZlUI5J8,0.0,561.994,"A young man, dressed in formal attire, delivers a speech at a podium on a stage decorated with flowers and a ""BRIDGTON ACADEMY"" banner, while a seated man listens attentively as the speaker recounts the life of James Hamlin, a man who overcame challenges and generously donated to the academy.",baseline_siglip,1288.82,YkM_ZlUI5J8_936,YkM_ZlUI5J8_4679,YkM_ZlUI5J8_15907,Jhkj1TVITf8_1694,VeD--7mvGo0_563
33,YxguQMKgaUk,0.0,102.033,"The video showcases a motorcycle, starting with close-ups of its handlebars and sleek design, then shows it parked on a grassy field. A man speaks, modifying the motorcycle's sound, as heard in the starting and idling engine noises, culminating in a powerful roar as the motorcycle speeds away.",baseline_siglip,1198.84,D3bmHjjrnvw_79,WsqcSQbH-ok_875,YDUakUmxuOQ_3220,YDUakUmxuOQ_3545,TnMrrg9ssXA_178159
34,TmqbLiW4cl8,4.52,29.52,"A webpage about biopics is displayed, featuring a split image of a man, one side showing him in formal attire and the other in a casual pose. As the audio discusses cricket figures like Ravi Shastri and Azharuddin, the video transitions to close-up shots of a man wearing sunglasses, capturing his expressions and movements in various settings.",baseline_siglip,2465.86,TmqbLiW4cl8_776,aXV-U1p2owM_58017,aXV-U1p2owM_155186,TmqbLiW4cl8_174,aXV-U1p2owM_37260
35,UqBQqY1g-ps,0.0,240.373,"The race begins with the roar of engines as the cars speed off, maneuvering for position on the curvy track, until a crash brings out the safety car, prompting a flurry of activity in the pit lane.",baseline_siglip,1183.58,SAMwVq0S-AM_1680,2lJMU_78m7A_774,UqBQqY1g-ps_5829,2lJMU_78m7A_706,2lJMU_78m7A_745
36,ME49XGmzzjg,0.0,86.519,"A martial arts training session takes place outdoors, starting with two individuals sparring with controlled movements, then transitioning to a dynamic demonstration of kicks and punches, and finally ending with a man powerfully striking a red punching bag.  The upbeat electronic and pop music sets an energetic atmosphere, while a man's voice periodically interjects, announcing the start of games and expressing gratitude to sponsors.",baseline_siglip,1240.41,5_ktCUWKhm0_161120,5_ktCUWKhm0_168054,5_ktCUWKhm0_161129,5_ktCUWKhm0_169708,5_ktCUWKhm0_151558
37,McfK9Zi3HDY,0.0,55.72,"The video opens with a panoramic view of Lake Garda, the camera panning over sailboats gently bobbing on the calm waters against a backdrop of majestic mountains. As a woman speaks about the strong winds at Torvalet, the scene shifts to show windsurfers cutting through the choppy water, their colorful sails billowing.",baseline_siglip,2410.74,McfK9Zi3HDY_793,McfK9Zi3HDY_1713,McfK9Zi3HDY_487,McfK9Zi3HDY_2326,McfK9Zi3HDY_181
38,JS-7WQLMkXE,0.5,216.0,"As the soccer match unfolds under the bright floodlights, players in vibrant jerseys chase the ball across the well-maintained field, their movements a blur of athleticism and teamwork, while spectators watch from the sidelines, their cheers and applause adding to the electric atmosphere.",baseline_siglip,1301.4,Ull7qP303ds_292,JS-7WQLMkXE_307,JS-7WQLMkXE_3137,Ull7qP303ds_252,XWAehAfDsHg_6755
39,L1ZkHoirlmo,4.04,35.59619047619048,"A woman, comfortably seated indoors, gently cradles and feeds her baby from a bottle, while a voice explains the nuances of breastfeeding, emphasizing the importance of proper positioning and latching techniques for newborns.",baseline_siglip,1245.25,L1ZkHoirlmo_265,L1ZkHoirlmo_362,L1ZkHoirlmo_673,aw6rLeAo4gk_171354,aw6rLeAo4gk_171650
40,L9SqKlQn69c,4.971,146.813,"A man dressed as Santa Claus is standing outside a house decorated with Christmas lights, talking to a woman who had been hoping to win a snowblower.",baseline_siglip,2162.73,L9SqKlQn69c_2509,L9SqKlQn69c_3077,L9SqKlQn69c_465,L9SqKlQn69c_1637,L9SqKlQn69c_2319
41,C7_yXTIwxmA,0.0,47.563,A baby wearing a gray onesie with an orange logo is being fed with a bottle while looking curiously at the camera and making cooing sounds.,baseline_siglip,1269.88,C7_yXTIwxmA_1024,Yp1CgOgBR_s_3115,ZgBET1qRAmI_2014,0dJSPsXCujc_11768,C7_yXTIwxmA_79
42,CHpFQ4smFz0,0.0,236.267,"A man, accompanied by his dog, spends a peaceful day fishing by a serene river, casting his line into the calm water as his dog watches attentively from the bank and occasionally takes a dip in the water.",baseline_siglip,1280.69,CHpFQ4smFz0_184,CHpFQ4smFz0_2229,CHpFQ4smFz0_1763,CHpFQ4smFz0_2159,CHpFQ4smFz0_209
43,DYQMViyqMnU,0.0,205.633,"The video starts with a view from inside a parked car before it begins to drive through city streets and then onto a highway, the overcast sky and passing cars reflected on the windshield.  A standup comedian can be heard telling jokes, followed by the distinct sounds of a car starting and driving away.",baseline_siglip,2308.22,X40MPQXah9U_10199,TJMrW-vgNz0_1168,GYcYjGBEL8k_2265,W5Wh4xCmPC4_4834,6WE0rrbFhEg_1532
44,BBcu4EclgOs,0.0,163.633,"The video starts with a first-person view of a player navigating a lush, green environment in a game, armed with a weapon. The player, wearing a pink outfit, explores the terrain as upbeat music with lyrics about life's struggles and self-reliance plays in the background.",baseline_siglip,1196.03,0e3GPea1Tyg_35905,aw6rLeAo4gk_47283,c0fPidVkbds_743,pVeRDMujVks_110,c0fPidVkbds_1091
45,BcFpM4upfxo,6.6,75.666,"The video starts with a close-up of a shiny black SUV, showcasing its exterior as a woman's voice highlights its features and affordable price. The camera then pans to the car's interior, focusing on the spacious backseats with black leather upholstery, while the audio transitions to a conversation about the car's heated seats. As the video continues, it moves to a close-up of the center console with its touchscreen display, accompanied by upbeat pop music playing in the background.",baseline_siglip,1243.81,TqwXQ3zeAI0_421,TJMrW-vgNz0_1401,TqwXQ3zeAI0_5052,TqwXQ3zeAI0_141,TqwXQ3zeAI0_5314
46,5YRfsnXhq14,0.0,85.552,"A man, presumably named Geno, is in a showroom introducing the features of a black Harley Davidson motorcycle to the viewers while the camera pans across the motorcycle to show its details.",baseline_siglip,2260.01,l2a5Jfb_ryM_516,YDUakUmxuOQ_3854,XG8vW3blclY_963,YDUakUmxuOQ_1409,cw9atTk4Ggc_925
47,6NBjm9jQVHI,15.166,200.166,"A group of tourists is walking through ancient ruins on a sunny day, later, a man speaks to the camera about the historical significance of the site, with the ruins standing majestically behind him.",baseline_siglip,1301.57,6NBjm9jQVHI_1871,6NBjm9jQVHI_333,Yw5_IfvHueo_2645,6NBjm9jQVHI_6105,6NBjm9jQVHI_325
48,6RGTgYM1mwk,7.8,50.833,"A silver 2010 Dodge Grand Caravan SE is parked in front of a dealership, its yellow sale signs prominent in the tinted windows.  A woman's voice describes the minivan's features and safety ratings, highlighting its spacious interior, family-friendly design, and low mileage.",baseline_siglip,1190.49,6RGTgYM1mwk_1124,6RGTgYM1mwk_1197,6RGTgYM1mwk_324,6RGTgYM1mwk_299,6RGTgYM1mwk_1255
49,6Rfvlxpc7xs,0.0,211.93160997732426,"A female singer in a white top and a checkered skirt performs with her band, the bright stage lights illuminating the energetic atmosphere.",baseline_siglip,2954.67,6Rfvlxpc7xs_1786,cENhWe7JZjg_1549,cENhWe7JZjg_768,-QEfaBLGPQk_4846,KGjAytMacAA_5025
50,6j2Y6V3U-Lc,16.2,354.6615873015873,"Four men in formal attire are having a discussion about the upcoming Gold Cup horse race, analyzing the strengths and weaknesses of various contenders, while sitting at a table with the ""Star Sports"" logo in the background.",baseline_siglip,1277.28,6j2Y6V3U-Lc_2802,6j2Y6V3U-Lc_468,6j2Y6V3U-Lc_8871,6j2Y6V3U-Lc_464,aXV-U1p2owM_266929
51,714uCusHL4o,4.963,99.265,"A man in a UConn jacket speaks to the camera on a football field, expressing his disappointment about a player's upcoming surgery and the need for other players to step up in his absence.",baseline_siglip,1255.59,I6xo-Pe3Ypg_139,714uCusHL4o_691,I6xo-Pe3Ypg_150,714uCusHL4o_1797,I6xo-Pe3Ypg_130
52,fcasgJw8jbg,0.0,66.64,"This video showcases the beauty of a vintage car, starting with close-ups of its intricate dashboard and steering wheel before panning out to reveal its sleek exterior as it drives down a winding road. The driver's hands confidently navigate the car, their voice providing commentary on the car's features and the picturesque scenery.",baseline_siglip,2800.62,fcasgJw8jbg_93,fcasgJw8jbg_0,fcasgJw8jbg_648,fcasgJw8jbg_463,FL9j4DUagn4_4462
53,fsG0QmTqhio,0.0,37.166,"Inside a brightly lit store, three women laugh and chat, one sporting a patriotic top, their drinks in hand suggesting a casual celebration. As a woman raps about her summer plans, two of them break into a lively dance in front of the store shelves, their movements energetic and playful.",baseline_siglip,1205.68,fsG0QmTqhio_62,fsG0QmTqhio_557,fsG0QmTqhio_310,fsG0QmTqhio_434,MwFpY7wY9-k_3181
54,fx9wANarmj0,0.0,133.7,"A marching band in red and white uniforms performs on stage, their synchronized movements accompanied by the lively music from their instruments and the rhythmic waving of blue and white flags.",baseline_siglip,1284.25,fx9wANarmj0_1114,1pg4pWQ4Jzw_509,YYDgxdbVpJs_288,M-gZMQKFPFc_388,M-gZMQKFPFc_441
55,gf-H5OBP9jI,25.025,30.063,"A promotional graphic for the Democratic Debate, co-hosted by PBS NewsHour and POLITICO, fills the screen, while in the background, a man and a woman engage in a conversation.",baseline_siglip,2766.72,gf-H5OBP9jI_875,WvwXV8L_ewc_5019,gf-H5OBP9jI_16,dX0fhMVGWlQ_360,LlAKcJ-DE88_1811
56,h37mxfmaZiM,0.0,194.143,"As a marching band takes the field at night, illuminated by bright stadium lights, an announcer introduces their ""magical"" performance. The band begins to play, their synchronized movements captivating the cheering crowd.",baseline_siglip,1259.49,h37mxfmaZiM_968,h37mxfmaZiM_1613,ZlosBynTeh4_12882,koEB4XPd9IM_3280,kxIj6W7DQZU_111
57,hKkycSsq__E,1.166,22.166,"A stylized animal, wearing an apron, happily picks ripe red apples from a lush green tree and prepares a delicious apple pie, meticulously arranging the apples and pouring apple sauce into the pie dish, as a cheerful voice narrates the story of Archie, who loves to make apple sauce and pie.",baseline_siglip,1273.69,hKkycSsq__E_28,hKkycSsq__E_163,hKkycSsq__E_122,hKkycSsq__E_4,hKkycSsq__E_120
58,12UhbTNX3Cg,0.0,159.192,"In a spacious room with wooden floors and white walls, a diverse group of people energetically follow along to their instructor's dance routine as upbeat music plays in the background.",baseline_siglip,2564.47,urG3lSOOcW0_2464,L1J-mrM3DIg_9503,12UhbTNX3Cg_2916,L1J-mrM3DIg_9443,L1J-mrM3DIg_9732
59,-p1bAo2wbNA,0.0,54.866,"A man dressed in black performs an energetic dance routine in front of a seated audience, spinning and twirling to the rhythm of a pop song, eliciting cheers and claps from the captivated onlookers.",baseline_siglip,1206.72,TRdIVvXBB8k_4760,o_lLsDzK-JM_5412,S7cKirMMA60_5298,S7cKirMMA60_1073,bXAlepngbt8_6927
60,xxkw6OT_flM,1.004,73.32861678004535,"A young girl sits at a table in a classroom, attentively listening as a woman in a ""Shark Side"" t-shirt stands and talks about vertebrates and invertebrates, her voice filling the brightly lit room.",baseline_siglip,1213.82,xxkw6OT_flM_2167,xxkw6OT_flM_3918,xxkw6OT_flM_3327,4hpYqQRepp4_9545,xxkw6OT_flM_666
61,xxkw6OT_flM,74.268,159.157,"The woman continues her presentation on marine animals, using a screen displaying a Venn diagram to illustrate the difference between vertebrates and invertebrates. She walks around the room, gesturing expressively as she explains that while both exist in the ocean, invertebrates are far more common.  Her voice echoes slightly in the room as she jokes with the class about the abundance of ""critters"" that could be found in a messy room.",baseline_siglip,2411.22,xxkw6OT_flM_2441,xxkw6OT_flM_916,xxkw6OT_flM_1166,xxkw6OT_flM_3918,xxkw6OT_flM_4804
62,y1k5C4QNqwY,0.0,259.25079365079364,"The video takes viewers on a journey from the driver's seat, cruising down winding roads through lush countryside, quaint towns, and serene wooded areas, accompanied by the sounds of the engine, nature, and occasional music and chatter.",baseline_siglip,1195.19,ZIdFAGJrlCw_900,rtXm_4PZLNY_50,uMN8fzfeueY_437,puDwfLDhAgY_6396,rtXm_4PZLNY_232
63,y1k5C4QNqwY,259.283,288.872,"The car smoothly navigates a winding road bordered by a stone wall and open fields, the dashboard and steering wheel visible from the passenger side as a conversation filled with laughter can be heard, the driver commenting on the car's power with a chuckle.",baseline_siglip,1206.29,ZIdFAGJrlCw_900,y1k5C4QNqwY_4325,Qt7OgOB_TVU_7339,ZIdFAGJrlCw_4234,y1k5C4QNqwY_8169
64,utme9QjyLNE,7.465,11.553,"A stylized, glossy black ""DW"" logo on a white background dominates the screen as a man begins speaking, emphasizing the ""DESIGN IMPOSSIBLE"" message displayed below.",baseline_siglip,3084.61,utme9QjyLNE_230,amTGcG8MMBc_63,QU3YMrU5Drs_1668,C-V80DYMSME_3308,HF8nrtwFVA8_3827
65,utme9QjyLNE,11.553,104.4,"As the ""DW"" logo fades, a man speaking with an accent introduces his new YouTube channel about high-end design software, his voice accompanied by a simple Notepad document listing software like ""CREO"" and ""SOLIDWORKS"" on a Windows computer.",baseline_siglip,1136.53,utme9QjyLNE_230,U9ZHW6fAv04_620,amTGcG8MMBc_63,U9ZHW6fAv04_4684,CL4qjTsj0i8_3270
66,vZ4NNm2K6ks,0.0,2.602,"A marching band, dressed in blue jackets and white pants, parades down a snow-dusted street at night, their instruments booming out lively music that mingles with the cheers of the crowd gathered along the brightly lit street.",baseline_siglip,1262.78,vZ4NNm2K6ks_9657,vZ4NNm2K6ks_3977,vZ4NNm2K6ks_569,vZ4NNm2K6ks_2841,vZ4NNm2K6ks_8521
67,vZ4NNm2K6ks,2.602,170.603,"A marching band, illuminated by the city lights, parades down the street, their instruments booming out a lively melody that mingles with the cheers of the crowd and the festive sounds of the city.",baseline_siglip,3396.92,vZ4NNm2K6ks_3977,vZ4NNm2K6ks_9657,vZ4NNm2K6ks_8521,vZ4NNm2K6ks_2841,vZ4NNm2K6ks_569
68,vqQhq_1JnFE,4.76,27.36,"The video begins with a man in uniform speaking to the camera in what looks like a control room full of monitors displaying maps and data. The scene then cuts to a close-up of someone typing on a keyboard before returning to the man in uniform, now wearing a headset and apparently engaged in a phone call. As the man continues to work, looking down at his computer, the audio describes the demanding work of a radio operator who must handle a variety of emergencies with calm and efficiency.  Finally, the video shows two men in uniform standing in a busy office, suggesting they may be the radio operators being discussed.",baseline_siglip,1302.29,5cD4CAHexWs_952,5cD4CAHexWs_947,5cD4CAHexWs_1456,RyZMWPrw8Dg_2955,EF2xlJIGFdQ_50865
69,vqQhq_1JnFE,27.36,48.08,"The video shifts from a man in a police uniform in a bustling control room to a close-up of hands typing quickly on a keyboard, accompanied by the clattering of keys. The scene then cuts back to the man, now wearing a headset and attentively listening as he speaks into the receiver.",baseline_siglip,1279.18,RmjSfjgqgF8_2533,eONB3Lx8iqk_6942,vqQhq_1JnFE_996,eONB3Lx8iqk_22696,vqQhq_1JnFE_784
70,r8G8byiQ5Nc,14.9,60.566,"A woman with short hair, wearing a black jacket and a striped shirt, is standing in a well-lit room, addressing a group of people. She is smiling and seems to be enjoying a conversation at first, but as she continues speaking, her expression turns serious, suggesting she might be giving a presentation in a professional setting.",baseline_siglip,2751.82,kj5TLqhcD38_2527,0DVVomZLJQs_73662,rxRJh_6agME_2667,0DVVomZLJQs_74622,0DVVomZLJQs_143455
71,r8G8byiQ5Nc,60.566,64.62113378684808,"The man in the suit smiles as he walks through the conference hall, passing by tables covered with informational materials and other professionals engaged in conversations.  A man's voice can be heard off-screen, continuing the previous conversation about judging criteria.",baseline_siglip,1308.74,r8G8byiQ5Nc_1896,r8G8byiQ5Nc_1910,498OYClQe-8_297,UGGUPyzw67w_3403,r8G8byiQ5Nc_1853
